table_name,classification,column_name,japanese_name,description,data_type,max_length,code_values,remarks
JVD_TM,JRA-VAN,kaisai_nichime,開催日目,開催何日目か,character varying,2,第N日,
JVD_WE,JRA-VAN,kaisai_nichime,開催日目,開催何日目か,character varying,2,第N日,
JVD_WH,JRA-VAN,kaisai_nichime,開催日目,開催何日目か,character varying,2,第N日,
JVD_YS,JRA-VAN,kaisai_nichime,開催日目,開催何日目か,character varying,2,第N日,
JRD_BAC,JRDB,race_bango,レース番号,その日のレース番号,character varying,2,01〜12,
JRD_CYB,JRDB,race_bango,レース番号,その日のレース番号,character varying,2,01〜12,
JRD_JOA,JRDB,race_bango,レース番号,その日のレース番号,character varying,2,01〜12,
JRD_KYI,JRDB,race_bango,レース番号,その日のレース番号,character varying,2,01〜12,
JRD_SED,JRDB,race_bango,レース番号,その日のレース番号,character varying,2,01〜12,
JVD_AV,JRA-VAN,race_bango,レース番号,その日のレース番号,character varying,2,01〜12,
JVD_CC,JRA-VAN,race_bango,レース番号,その日のレース番号,character varying,2,01〜12,
JVD_CK,JRA-VAN,race_bango,レース番号,その日のレース番号,character varying,2,01〜12,
JVD_DM,JRA-VAN,race_bango,レース番号,その日のレース番号,character varying,2,01〜12,
JVD_H1,JRA-VAN,race_bango,レース番号,その日のレース番号,character varying,2,01〜12,
JVD_H6,JRA-VAN,race_bango,レース番号,その日のレース番号,character varying,2,01〜12,
JVD_HR,JRA-VAN,race_bango,レース番号,その日のレース番号,character varying,2,01〜12,
JVD_JC,JRA-VAN,race_bango,レース番号,その日のレース番号,character varying,2,01〜12,
JVD_JG,JRA-VAN,race_bango,レース番号,その日のレース番号,character varying,2,01〜12,
JVD_O1,JRA-VAN,race_bango,レース番号,その日のレース番号,character varying,2,01〜12,
JVD_O2,JRA-VAN,race_bango,レース番号,その日のレース番号,character varying,2,01〜12,
JVD_O3,JRA-VAN,race_bango,レース番号,その日のレース番号,character varying,2,01〜12,
JVD_O4,JRA-VAN,race_bango,レース番号,その日のレース番号,character varying,2,01〜12,
JVD_O5,JRA-VAN,race_bango,レース番号,その日のレース番号,character varying,2,01〜12,
JVD_O6,JRA-VAN,race_bango,レース番号,その日のレース番号,character varying,2,01〜12,
JVD_RA,JRA-VAN,race_bango,レース番号,その日のレース番号,character varying,2,01〜12,
JVD_RC,JRA-VAN,race_bango,レース番号,その日のレース番号,character varying,2,01〜12,
JVD_SE,JRA-VAN,race_bango,レース番号,その日のレース番号,character varying,2,01〜12,
JVD_TC,JRA-VAN,race_bango,レース番号,その日のレース番号,character varying,2,01〜12,
JVD_TK,JRA-VAN,race_bango,レース番号,その日のレース番号,character varying,2,01〜12,
JVD_TM,JRA-VAN,race_bango,レース番号,その日のレース番号,character varying,2,01〜12,
JVD_WH,JRA-VAN,race_bango,レース番号,その日のレース番号,character varying,2,01〜12,
JRD_CYB,JRDB,umaban,馬番,出走馬の番号,character varying,2,01〜18,
JRD_JOA,JRDB,umaban,馬番,出走馬の番号,character varying,2,01〜18,
JRD_KYI,JRDB,umaban,馬番,出走馬の番号,character varying,2,01〜18,
JRD_SED,JRDB,umaban,馬番,出走馬の番号,character varying,2,01〜18,
JVD_AV,JRA-VAN,umaban,馬番,出走馬の番号,character varying,2,01〜18,
JVD_JC,JRA-VAN,umaban,馬番,出走馬の番号,character varying,2,01〜18,
JVD_SE,JRA-VAN,umaban,馬番,出走馬の番号,character varying,2,01〜18,
JRD_KYI,JRDB,wakuban,枠番,枠組番号,character varying,1,1〜8,
JVD_SE,JRA-VAN,wakuban,枠番,枠組番号,character varying,1,1〜8,
JRD_KYI,JRDB,seibetsu_code,性別コード,馬の性別,character varying,1,1:牡 2:牝 3:騸,
JVD_HN,JRA-VAN,seibetsu_code,性別コード,馬の性別,character varying,1,1:牡 2:牝 3:騸,
JVD_SE,JRA-VAN,seibetsu_code,性別コード,馬の性別,character varying,1,1:牡 2:牝 3:騸,
JVD_SK,JRA-VAN,seibetsu_code,性別コード,馬の性別,character varying,1,1:牡 2:牝 3:騸,
JVD_UM,JRA-VAN,seibetsu_code,性別コード,馬の性別,character varying,1,1:牡 2:牝 3:騸,
JRD_BAC,JRDB,kyori,距離,コースの競走距離,character varying,4,単位:m 例:1600,
JRD_SED,JRDB,kyori,距離,コースの競走距離,character varying,4,単位:m 例:1600,
JVD_CC,JRA-VAN,kyori,距離,コースの競走距離,character varying,4,単位:m 例:1600,
JVD_CS,JRA-VAN,kyori,距離,コースの競走距離,character varying,4,単位:m 例:1600,
JVD_RA,JRA-VAN,kyori,距離,コースの競走距離,character varying,4,単位:m 例:1600,
JVD_RC,JRA-VAN,kyori,距離,コースの競走距離,character varying,4,単位:m 例:1600,
JVD_TK,JRA-VAN,kyori,距離,コースの競走距離,character varying,4,単位:m 例:1600,
JRD_BAC,JRDB,track_code,トラックコード,芝・ダート・内外・向きの組み合わせ,character varying,3,10:芝右 11:芝右外 15:芝左 16:芝左外 17:芝直線 20:ダート右 21:ダート右外 25:ダート左 26:ダート左外 51:障害(芝),
JRD_SED,JRDB,track_code,トラックコード,芝・ダート・内外・向きの組み合わせ,character varying,3,10:芝右 11:芝右外 15:芝左 16:芝左外 17:芝直線 20:ダート右 21:ダート右外 25:ダート左 26:ダート左外 51:障害(芝),
JVD_CC,JRA-VAN,track_code,トラックコード,芝・ダート・内外・向きの組み合わせ,character varying,2,10:芝右 11:芝右外 15:芝左 16:芝左外 17:芝直線 20:ダート右 21:ダート右外 25:ダート左 26:ダート左外 51:障害(芝),
JVD_CS,JRA-VAN,track_code,トラックコード,芝・ダート・内外・向きの組み合わせ,character varying,2,10:芝右 11:芝右外 15:芝左 16:芝左外 17:芝直線 20:ダート右 21:ダート右外 25:ダート左 26:ダート左外 51:障害(芝),
JVD_RA,JRA-VAN,track_code,トラックコード,芝・ダート・内外・向きの組み合わせ,character varying,2,10:芝右 11:芝右外 15:芝左 16:芝左外 17:芝直線 20:ダート右 21:ダート右外 25:ダート左 26:ダート左外 51:障害(芝),
JVD_RC,JRA-VAN,track_code,トラックコード,芝・ダート・内外・向きの組み合わせ,character varying,2,10:芝右 11:芝右外 15:芝左 16:芝左外 17:芝直線 20:ダート右 21:ダート右外 25:ダート左 26:ダート左外 51:障害(芝),
JVD_TK,JRA-VAN,track_code,トラックコード,芝・ダート・内外・向きの組み合わせ,character varying,2,10:芝右 11:芝右外 15:芝左 16:芝左外 17:芝直線 20:ダート右 21:ダート右外 25:ダート左 26:ダート左外 51:障害(芝),
JRD_SED,JRDB,tenko_code,天候コード,レース当日の天候,character varying,1,1:晴 2:曇 3:雨 4:小雨 5:雪 6:小雪,
JVD_RA,JRA-VAN,tenko_code,天候コード,レース当日の天候,character varying,1,1:晴 2:曇 3:雨 4:小雨 5:雪 6:小雪,
JVD_RC,JRA-VAN,tenko_code,天候コード,レース当日の天候,character varying,1,1:晴 2:曇 3:雨 4:小雨 5:雪 6:小雪,
JVD_WE,JRA-VAN,tenko_code,天候コード,レース当日の天候,character varying,1,1:晴 2:曇 3:雨 4:小雨 5:雪 6:小雪,
JVD_RA,JRA-VAN,babajotai_code_shiba,babajotai_code_shiba,babajotai_code_shibaフィールド,character varying,1,,
JVD_RC,JRA-VAN,babajotai_code_shiba,babajotai_code_shiba,babajotai_code_shibaフィールド,character varying,1,,
JVD_WE,JRA-VAN,babajotai_code_shiba,babajotai_code_shiba,babajotai_code_shibaフィールド,character varying,1,,
JVD_RA,JRA-VAN,babajotai_code_dirt,babajotai_code_dirt,babajotai_code_dirtフィールド,character varying,1,,
JVD_RC,JRA-VAN,babajotai_code_dirt,babajotai_code_dirt,babajotai_code_dirtフィールド,character varying,1,,
JVD_WE,JRA-VAN,babajotai_code_dirt,babajotai_code_dirt,babajotai_code_dirtフィールド,character varying,1,,
JRD_BAC,JRDB,hasso_jikoku,発走時刻,レースの発走時刻,character varying,4,HHmm形式 例:1540=15:40,
JRD_SED,JRDB,hasso_jikoku,発走時刻,レースの発走時刻,character varying,4,HHmm形式 例:1540=15:40,
JVD_RA,JRA-VAN,hasso_jikoku,発走時刻,レースの発走時刻,character varying,4,HHmm形式 例:1540=15:40,
JVD_TC,JRA-VAN,hasso_jikoku,発走時刻,レースの発走時刻,character varying,4,HHmm形式 例:1540=15:40,
JRD_BAC,JRDB,grade_code,グレードコード,レースのグレード・格付け,character varying,1,1:GⅠ 2:GⅡ 3:GⅢ 4:重賞(地) 5:OP 6:Listed A:GⅠ(海外) B:GⅡ(海外) C:GⅢ(海外),
JRD_SED,JRDB,grade_code,グレードコード,レースのグレード・格付け,character varying,1,1:GⅠ 2:GⅡ 3:GⅢ 4:重賞(地) 5:OP 6:Listed A:GⅠ(海外) B:GⅡ(海外) C:GⅢ(海外),
JVD_RA,JRA-VAN,grade_code,グレードコード,レースのグレード・格付け,character varying,1,1:GⅠ 2:GⅡ 3:GⅢ 4:重賞(地) 5:OP 6:Listed A:GⅠ(海外) B:GⅡ(海外) C:GⅢ(海外),
JVD_RC,JRA-VAN,grade_code,グレードコード,レースのグレード・格付け,character varying,1,1:GⅠ 2:GⅡ 3:GⅢ 4:重賞(地) 5:OP 6:Listed A:GⅠ(海外) B:GⅡ(海外) C:GⅢ(海外),
JVD_TK,JRA-VAN,grade_code,グレードコード,レースのグレード・格付け,character varying,1,1:GⅠ 2:GⅡ 3:GⅢ 4:重賞(地) 5:OP 6:Listed A:GⅠ(海外) B:GⅡ(海外) C:GⅢ(海外),
JVD_H1,JRA-VAN,shusso_tosu,出走頭数,実際に出走した頭数,character varying,2,,
JVD_H6,JRA-VAN,shusso_tosu,出走頭数,実際に出走した頭数,character varying,2,,
JVD_HR,JRA-VAN,shusso_tosu,出走頭数,実際に出走した頭数,character varying,2,,
JVD_O1,JRA-VAN,shusso_tosu,出走頭数,実際に出走した頭数,character varying,2,,
JVD_O2,JRA-VAN,shusso_tosu,出走頭数,実際に出走した頭数,character varying,2,,
JVD_O3,JRA-VAN,shusso_tosu,出走頭数,実際に出走した頭数,character varying,2,,
JVD_O4,JRA-VAN,shusso_tosu,出走頭数,実際に出走した頭数,character varying,2,,
JVD_O5,JRA-VAN,shusso_tosu,出走頭数,実際に出走した頭数,character varying,2,,
JVD_O6,JRA-VAN,shusso_tosu,出走頭数,実際に出走した頭数,character varying,2,,
JVD_RA,JRA-VAN,shusso_tosu,出走頭数,実際に出走した頭数,character varying,2,,
JVD_SE,JRA-VAN,barei,馬齢,競走時の馬の年齢,character varying,2,単位:歳,
JVD_KS,JRA-VAN,kishumei_ryakusho,kishumei_ryakusho,kishumei_ryakushoフィールド,character varying,8,,
JVD_SE,JRA-VAN,kishumei_ryakusho,kishumei_ryakusho,kishumei_ryakushoフィールド,character varying,8,,
JVD_SE,JRA-VAN,zogen_sa,増減差,前走比の増減量,character varying,3,単位:kg,
JRD_KYI,JRDB,blinker_shiyo_kubun,ブリンカー使用区分,ブリンカー装着の有無,character varying,1,0:なし 1:あり,
JVD_SE,JRA-VAN,blinker_shiyo_kubun,ブリンカー使用区分,ブリンカー装着の有無,character varying,1,0:なし 1:あり,
JRD_BAC,JRDB,race_shikonen,レース施行年,競走が施行された年コード,character varying,6,YYYY形式,
JRD_CYB,JRDB,race_shikonen,レース施行年,競走が施行された年コード,character varying,10,YYYY形式,
JRD_JOA,JRDB,race_shikonen,レース施行年,競走が施行された年コード,character varying,10,YYYY形式,
JRD_KYI,JRDB,race_shikonen,レース施行年,競走が施行された年コード,character varying,10,YYYY形式,
JRD_SED,JRDB,race_shikonen,レース施行年,競走が施行された年コード,character varying,10,YYYY形式,
JRD_KYI,JRDB,idm,IDM（スピード指数）,JRDBが算出した総合スピード指数,character varying,5,高いほど能力が高い,
JRD_SED,JRDB,idm,IDM（スピード指数）,JRDBが算出した総合スピード指数,character varying,3,高いほど能力が高い,
JRD_KYI,JRDB,kishu_shisu,騎手指数,JRDBの騎手能力指数,character varying,5,騎手の近走成績を数値化,
JRD_KYI,JRDB,joho_shisu,情報指数,JRDB独自の情報指数,character varying,5,パドック・調教情報等を総合,
JRD_KYI,JRDB,sogo_shisu,総合指数,総合的な能力評価指数,character varying,5,JRDBの総合評価値,
JRD_KYI,JRDB,chokyo_shisu,調教指数,調教内容の評価指数,character varying,5,調教タイム・内容を数値化,
JRD_KYI,JRDB,kyusha_shisu,厩舎指数,厩舎の状態評価指数,character varying,5,厩舎コメント・状態を数値化,
JRD_KYI,JRDB,gekiso_shisu,gekiso指数,JRDB gekiso指数,character varying,3,,
JRD_KYI,JRDB,ninki_shisu,ninki指数,JRDB ninki指数,character varying,5,,
JRD_KYI,JRDB,ten_shisu,テン指数,序盤（最初の3F）の速さ指数,character varying,5,ダッシュ力の評価,
JRD_SED,JRDB,ten_shisu,テン指数,序盤（最初の3F）の速さ指数,character varying,5,ダッシュ力の評価,
JRD_KYI,JRDB,pace_shisu,ペース指数,ペース評価指数,character varying,5,レースのペース適性,
JRD_SED,JRDB,pace_shisu,ペース指数,ペース評価指数,character varying,5,レースのペース適性,
JRD_KYI,JRDB,agari_shisu,上がり指数,終盤（上がり3F）の速さ指数,character varying,5,キレ・瞬発力の評価,
JRD_SED,JRDB,agari_shisu,上がり指数,終盤（上がり3F）の速さ指数,character varying,5,キレ・瞬発力の評価,
JRD_KYI,JRDB,ichi_shisu,ichi指数,JRDB ichi指数,character varying,5,,
JRD_KYI,JRDB,manken_shisu,manken指数,JRDB manken指数,character varying,3,,
JRD_KYI,JRDB,chokyo_yajirushi_code,chokyoyajirushiコード,chokyoyajirushiの識別コード,character varying,1,,
JRD_KYI,JRDB,kyusha_hyoka_code,kyushahyokaコード,kyushahyokaの識別コード,character varying,1,,
JRD_KYI,JRDB,kishu_kitai_rentai_ritsu,kishu_kitai_rentai_ritsu,kishu_kitai_rentai_ritsuフィールド,character varying,4,,
JRD_CYB,JRDB,shiage_shisu,仕上指数,仕上がり状態の数値,character varying,3,,
JRD_CYB,JRDB,chokyo_hyoka,調教評価,調教内容の総合評価,character varying,1,A:抜群 B:良好 C:普通 D:不満 E:悪い,
JRD_KYI,JRDB,kyakushitsu_code,kyakushitsuコード,kyakushitsuの識別コード,character varying,1,,
JRD_SED,JRDB,kyakushitsu_code,kyakushitsuコード,kyakushitsuの識別コード,character varying,1,,
JRD_KYI,JRDB,kyori_tekisei_code,kyoritekiseiコード,kyoritekiseiの識別コード,character varying,1,,
JRD_KYI,JRDB,joshodo_code,joshodoコード,joshodoの識別コード,character varying,1,,
JRD_SED,JRDB,joshodo_code,joshodoコード,joshodoの識別コード,character varying,1,,
JRD_KYI,JRDB,tekisei_code_omo,tekisei_code_omo,tekisei_code_omoフィールド,character varying,1,,
JRD_KYI,JRDB,hizume_code,hizumeコード,hizumeの識別コード,character varying,2,,
JRD_KYI,JRDB,class_code,classコード,classの識別コード,character varying,2,,
JRD_SED,JRDB,class_code,classコード,classの識別コード,character varying,2,,
JRD_KYI,JRDB,pace_yoso,pace_yoso,pace_yosoフィールド,character varying,1,,
JRD_KYI,JRDB,uma_deokure_ritsu,uma_deokure_ritsu,uma_deokure_ritsuフィールド,character varying,4,,
JRD_KYI,JRDB,rotation,rotation,rotationフィールド,character varying,3,,
JRD_KYI,JRDB,hobokusaki_rank,hobokusaki_rank,hobokusaki_rankフィールド,character varying,1,,
JRD_KYI,JRDB,kyusha_rank,kyusha_rank,kyusha_rankフィールド,character varying,1,,
JRD_KYI,JRDB,bataiju_zogen,bataiju_zogen,bataiju_zogenフィールド,character varying,3,,
JRD_SED,JRDB,bataiju_zogen,bataiju_zogen,bataiju_zogenフィールド,character varying,3,,
JRD_KYI,JRDB,uma_start_shisu,umastart指数,JRDB umastart指数,character varying,4,,
JRD_JOA,JRDB,cid,CID（コース適性指数）,JRDBのコース・距離適性指数,character varying,3,コース・距離への適性を数値化,
JRD_JOA,JRDB,ls_shisu,LS指数,JRDBラスト3F速度指数,character varying,5,最後の600mの速度評価,
JRD_JOA,JRDB,ls_hyoka,ls_hyoka,ls_hyokaフィールド,character varying,1,,
JRD_JOA,JRDB,em,em,emフィールド,character varying,1,,
JRD_JOA,JRDB,kyusha_bb_shirushi,kyusha_bb_shirushi,kyusha_bb_shirushiフィールド,character varying,1,,
JRD_JOA,JRDB,kishu_bb_shirushi,kishu_bb_shirushi,kishu_bb_shirushiフィールド,character varying,1,,
JRD_JOA,JRDB,kyusha_bb_nijumaru_tansho_kaishuritsu,kyusha_bb_nijumaru_tansho_kaishuritsu,kyusha_bb_nijumaru_tansho_kaishuritsuフィールド,character varying,5,,
